,Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,matchday
5590,5882,A,Mota,7.5,1,0,0,0,0,0,0,0,0,20
5591,572,P,Meret,6.5,0,1,0,0,0,0,0,0,0,20
5592,142,D,Mario Rui,6.5,0,0,0,0,0,0,0,0,0,20
5593,2816,D,Di Lorenzo,6,0,0,0,0,0,0,0,0,0,20
5594,4409,D,Rrahmani,7,0,0,0,0,0,0,0,0,0,20
5595,5840,D,Olivera,6,0,0,0,0,0,0,0,0,0,20
5596,5892,D,Kim,6.5,0,0,0,0,0,0,0,0,0,20
5597,152,C,Zielinski,6.5,0,0,0,0,0,0,0,0,1,20
5598,4220,C,Zambo Anguissa,6,0,0,0,0,0,0,0,0,0,20
5599,4287,C,Lobotka,6.5,0,0,0,0,0,0,0,0,0,20
5600,4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,20
5601,5839,C,Kvaratskhelia,6.5,0,0,0,0,0,0,0,0,1,20
5602,2061,A,Simeone,7,1,0,0,0,0,0,0,0,0,20
5603,4371,A,Raspadori,6,0,0,0,0,0,0,0,0,0,20
5604,4517,A,Lozano,6,0,0,0,0,0,0,0,0,0,20
5605,4661,A,Osimhen,7,1,0,0,0,0,0,1,0,0,20
5606,4270,P,Rui Patricio,6.5,0,2,0,0,0,0,0,0,0,20
5607,1852,D,Spinazzola,5.5,0,0,0,0,0,0,0,0,0,20
5608,2296,D,Mancini,6,0,0,0,0,0,0,0,0,0,20
5609,4245,D,Smalling,6,0,0,0,0,0,0,0,0,0,20
5610,4331,D,Ibanez,5,0,0,0,0,0,0,0,0,0,20
5611,530,C,Pellegrini Lo.,5,0,0,0,0,0,0,0,0,0,20
5612,779,C,Cristante,5.5,0,0,0,0,0,0,0,0,0,20
5613,795,C,El Shaarawy,7,1,0,0,0,0,0,1,0,0,20
5614,2528,C,Matic,6.5,0,0,0,0,0,0,0,0,0,20
5615,5422,C,Zalewski,6,0,0,0,0,0,0,0,0,1,20
5616,309,A,Dybala,5.5,0,0,0,0,0,0,1,0,0,20
5617,441,A,Belotti,6,0,0,0,0,0,0,0,0,0,20
5618,2544,A,Abraham,5.5,0,0,0,0,0,0,0,0,0,20
5619,6120,P,Ochoa,6,0,1,0,0,0,0,0,0,0,20
5620,2870,D,Troost-Ekong,6,0,0,0,0,0,0,0,0,0,20
5621,5532,D,Bradaric,6,0,0,0,0,0,0,1,0,0,20
5622,5856,D,Sambia,6.5,0,0,0,0,0,0,1,0,0,20
5623,6028,D,Bronn,6,0,0,0,0,0,0,0,0,0,20
5624,332,C,Candreva,6,0,0,0,0,0,0,0,0,0,20
5625,4349,C,Nicolussi Caviglia,6.5,0,0,0,0,0,0,1,0,0,20
5626,5486,C,Crnigoj,6,0,0,0,0,0,0,0,0,0,20
5627,5504,C,Coulibaly L.,6.5,0,0,0,0,0,0,1,0,0,20
5628,5798,C,Bohinen,5.5,0,0,0,0,0,0,0,0,0,20
5629,6025,C,Vilhena,7,1,0,0,0,0,0,0,0,0,20
5630,2756,A,Piatek,6.5,0,0,0,0,0,0,0,0,0,20
5631,5672,A,Dia,7.5,1,0,0,0,0,0,0,0,1,20
5632,761,P,Audero,6,0,2,0,0,0,0,0,0,0,20
5633,1868,D,Murru,5,0,0,0,0,0,0,0,0,0,20
5634,2280,D,Nuytinck,5.5,0,0,0,0,0,0,0,0,0,20
5635,4421,D,Augello,5,0,0,0,0,0,0,0,0,0,20
5636,5316,D,Amione,5,0,0,0,0,0,0,0,0,0,20
5637,5527,D,Zanoli,6,0,0,0,0,0,0,0,0,0,20
5638,238,C,Rincon,6,0,0,0,0,0,0,0,0,0,20
5639,1995,C,Djuricic,5.5,0,0,0,0,0,0,0,0,0,20
5640,2334,C,Leris,5.5,0,0,0,0,0,0,1,0,0,20
5641,4260,C,Winks,5.5,0,0,0,0,0,0,0,0,0,20
5642,6131,C,Paoletti,6,0,0,0,0,0,0,0,0,0,20
5643,407,A,Gabbiadini,5.5,0,0,0,0,0,0,0,0,0,20
5644,5292,A,Lammers,5.5,0,0,0,0,0,0,0,0,0,20
5645,509,P,Consigli,6,0,2,0,0,0,0,0,0,0,20
5646,2252,D,Marchizza,6.5,0,0,0,0,0,0,0,0,0,20
5647,2318,D,Rogerio,6.5,0,0,0,0,0,0,0,0,0,20
5648,4530,D,Kyriakopoulos,6,0,0,0,0,0,0,1,0,0,20
5649,4982,D,Erlic,5.5,0,0,0,0,0,0,0,0,0,20
5650,5747,D,Ruan,6.5,0,0,0,0,0,0,1,0,0,20
5651,2848,C,Frattesi,7.5,1,0,0,0,0,0,1,0,0,20
5652,2857,C,Traore' Hj.,7,0,0,0,0,0,0,0,0,1,20
5653,4501,C,Obiang,6.5,0,0,0,0,0,0,1,0,0,20
5654,5511,C,Matheus Henrique,7,1,0,0,0,0,0,0,0,0,20
5655,531,A,Berardi,9,1,0,0,0,0,0,0,0,3,20
5656,643,A,Defrel,7,1,0,0,0,0,0,0,0,0,20
5657,6060,A,Lauriente',7.5,0,0,0,0,1,0,0,0,0,20
5658,1917,P,Dragowski,6.5,0,2,0,0,0,0,0,0,0,20
5659,1847,D,Caldara,5.5,0,0,0,0,0,0,0,0,0,20
5660,2739,D,Reca,6.5,0,0,0,0,0,0,0,0,0,20
5661,4329,D,Nikolaou,5,0,0,0,0,0,0,0,0,0,20
5662,4719,D,Ampadu,6,0,0,0,0,0,0,0,0,0,20
5663,5475,D,Amian,5,0,0,0,0,0,0,0,0,0,20
5664,5678,D,Holm,6,0,0,0,0,0,0,0,0,0,20
5665,6118,D,Moutinho J.,5.5,0,0,0,0,0,0,0,0,0,20
5666,2825,C,Bourabia,5.5,0,0,0,0,0,0,0,0,0,20
5667,4515,C,Agudelo,5.5,0,0,0,0,0,0,0,0,0,20
5668,4896,C,Maldini,5.5,0,0,0,0,0,0,0,0,0,20
5669,4992,C,Gyasi,5,0,0,0,0,0,0,1,0,0,20
5670,5397,C,Kovalenko,6,0,0,0,0,0,0,0,0,0,20
5671,6142,C,Cipot,6,0,0,0,0,0,0,0,0,0,20
5672,215,A,Verde,5.5,0,0,0,0,0,0,0,0,0,20
5673,2170,P,Milinkovic-Savic V.,5.5,0,2,0,0,0,0,0,0,0,20
5674,2169,D,Rodriguez R.,5,0,0,0,0,0,0,0,0,0,20
5675,2724,D,Buongiorno,6,0,0,0,0,0,0,0,0,0,20
5676,4899,D,Singo,5.5,0,0,0,0,0,0,0,0,0,20
5677,4994,D,Vojvoda,5.5,0,0,0,0,0,0,0,0,0,20
5678,5846,D,Bayeye,5.5,0,0,0,0,0,0,0,0,0,20
5679,6041,D,Schuurs,6,0,0,0,0,0,0,0,0,1,20
5680,2008,C,Linetty,6,0,0,0,0,0,0,0,0,0,20
5681,2009,C,Lukic,6,0,0,0,0,0,0,0,0,0,20
5682,5001,C,Miranchuk,7,0,0,0,0,0,0,0,0,1,20
5683,5063,C,Radonjic,5.5,0,0,0,0,0,0,0,0,0,20
5684,5453,C,Ricci S.,7,1,0,0,0,0,0,0,0,0,20
5685,5687,C,Vlasic,5,0,0,0,0,0,0,0,0,0,20
5686,479,A,Sanabria,7,1,0,0,0,0,0,0,0,0,20
5687,5806,A,Seck,5.5,0,0,0,0,0,0,0,0,0,20
5688,2211,P,Silvestri,6,0,1,0,0,0,0,0,0,0,20
5689,4412,D,Rodrigo Becao,5.5,0,0,0,0,0,1,0,0,0,20
5690,5355,D,Udogie,5.5,0,0,0,0,0,0,0,0,0,20
5691,5677,D,Perez N.,6.5,0,0,0,0,0,0,0,0,0,20
5692,5847,D,Bijol,6,0,0,0,0,0,0,0,0,0,20
5693,6047,D,Ehizibue,6.5,0,0,0,0,0,0,0,0,0,20
5694,2392,C,Walace,6,0,0,0,0,0,0,0,0,0,20
5695,5119,C,Samardzic,7,1,0,0,0,0,0,0,0,0,20
5696,5287,C,Arslan,6,0,0,0,0,0,0,0,0,0,20
5697,5850,C,Lovric,6,0,0,0,0,0,0,0,0,0,20
5698,5676,A,Success,6,0,0,0,0,0,0,0,0,0,20
5699,5694,A,Beto,6,0,0,0,0,0,0,1,0,1,20
5700,4957,P,Montipo',6.5,0,1,0,0,0,0,0,0,0,20
5701,1891,D,Ceccherini,5.5,0,0,0,0,0,0,1,0,0,20
5702,2141,D,Depaoli,6,0,0,0,0,0,0,0,0,0,20
5703,2769,D,Magnani,7,0,0,0,0,0,0,1,0,0,20
5704,5764,D,Coppola D.,6,0,0,0,0,0,0,0,0,0,20
5705,6046,D,Hien,6,0,0,0,0,0,0,0,0,0,20
5706,236,C,Lazovic,6.5,0,0,0,0,0,0,0,0,0,20
5707,4342,C,Duda,6,0,0,0,0,0,0,0,0,0,20
5708,4890,C,Tameze,6.5,0,0,0,0,0,0,0,0,0,20
5709,5812,C,Terracciano F.,6.5,0,0,0,0,0,0,0,0,0,20
5710,6024,C,Sulemana I.,5.5,0,0,0,0,0,0,1,0,0,20
5711,90,A,Lasagna,5.5,0,0,0,0,0,0,0,0,0,20
5712,5395,A,Braaf,5,0,0,0,0,0,0,0,0,0,20
5713,5471,A,Djuric,6,0,0,0,0,0,0,0,0,0,20
5714,6145,A,Ngonge,6,0,0,0,0,0,0,0,0,0,20
5715,2792,P,Musso,6.5,0,1,0,0,0,0,0,0,0,21
5716,695,D,Toloi,6,0,0,0,0,0,0,0,0,0,21
5717,787,D,Djimsiti,6,0,0,0,0,0,0,0,0,0,21
5718,2130,D,Hateboer,5.5,0,0,0,0,0,0,0,0,0,21
5719,5354,D,Ruggeri,5.5,0,0,0,0,0,0,0,0,0,21
5720,5375,D,Maehle,4.5,0,0,0,0,0,0,0,1,0,21
5721,5526,D,Scalvini,6,0,0,0,0,0,0,1,0,0,21
5722,22,C,De Roon,6,0,0,0,0,0,0,0,0,0,21
5723,2077,C,Pasalic,5.5,0,0,0,0,0,0,0,0,0,21
5724,5685,C,Koopmeiners,5.5,0,0,0,0,0,0,0,0,0,21
5725,5792,C,Ederson D.s.,5.5,0,0,0,0,0,0,0,0,0,21
5726,507,A,Muriel,5,0,0,0,0,0,0,0,1,0,21
5727,608,A,Zapata D.,5.5,0,0,0,0,0,0,0,0,0,21
5728,2832,A,Boga,6,0,0,0,0,0,0,0,0,0,21
5729,4730,A,Lookman,5.5,0,0,0,0,0,0,0,0,0,21
5730,6052,A,Hojlund,5.5,0,0,0,0,0,0,0,0,0,21
5731,133,P,Skorupski,5.5,0,1,0,0,0,0,0,0,0,21
5732,5520,D,Cambiaso,6,0,0,0,0,0,0,0,0,0,21
5733,6042,D,Lucumi',6.5,0,0,0,0,0,0,1,0,0,21
5734,6043,D,Sosa,6,0,0,0,0,0,0,0,0,0,21
5735,6066,D,Posch,7,1,0,0,0,0,0,0,0,0,21
5736,2167,C,Orsolini,7.5,0,0,0,0,1,0,1,0,1,21
5737,2625,C,Soriano,6,0,0,0,0,0,0,0,0,0,21
5738,4393,C,Schouten,6.5,0,0,0,0,0,0,1,0,0,21
5739,4869,C,Dominguez,6.5,0,0,0,0,0,0,1,0,0,21
5740,5858,C,Ferguson,6,0,0,0,0,0,0,0,0,0,21
5741,6054,C,Moro N.,6,0,0,0,0,0,0,0,0,0,21
5742,2719,A,Barrow,6,0,0,0,0,0,0,0,0,0,21
5743,5086,A,Zirkzee,6.5,0,0,0,0,0,0,0,0,0,21
5744,4431,P,Carnesecchi,6.5,0,2,0,0,0,0,0,0,0,21
5745,45,D,Ferrari A.,5,0,0,0,0,0,0,0,0,0,21
5746,640,D,Chiriches,6,0,0,0,0,0,0,0,0,0,21
5747,2847,D,Sernicola,6,0,0,0,0,0,0,0,0,0,21
5748,5514,D,Vasquez,6,0,0,0,0,0,0,0,0,0,21
5749,5862,D,Valeri,6,0,0,0,0,0,0,0,0,0,21
5750,6002,D,Aiwu,6,0,0,0,0,0,0,0,0,0,21
5751,557,C,Benassi,5.5,0,0,0,0,0,0,0,0,0,21
5752,2789,C,Meite',5,0,0,0,0,0,0,0,0,0,21
5753,5705,C,Galdames,5.5,0,0,0,0,0,0,0,0,0,21
5754,5857,C,Pickel,5.5,0,0,0,0,0,0,1,0,0,21
5755,5863,C,Castagnetti,5.5,0,0,0,0,0,0,0,0,0,21
5756,212,A,Ciofani D.,5.5,0,0,0,0,0,0,0,0,0,21
5757,5728,A,Afena-Gyan,5.5,0,0,0,0,0,0,0,0,0,21
5758,5854,A,Tsadjout,5.5,0,0,0,0,0,0,0,0,0,21
5759,6026,A,Dessers,5,0,0,0,0,0,0,0,0,0,21
5760,4964,P,Vicario,7,0,2,0,0,0,0,0,0,0,21
5761,393,D,Luperto,5,0,0,0,0,0,0,0,0,0,21
5762,5449,D,Parisi,6,0,0,0,0,0,0,0,0,0,21
5763,5480,D,Ebuehi,5.5,0,0,0,0,0,0,0,0,0,21
5764,5739,D,De Winter,5,0,0,0,0,0,0,0,0,0,21
5765,2253,C,Bandinelli,5.5,0,0,0,0,0,0,0,0,0,21
5766,4498,C,Henderson L.,6,0,0,0,0,0,0,1,0,0,21
5767,4965,C,Marin,5.5,0,0,0,0,0,0,0,0,0,21
5768,5286,C,Akpa Akpro,6,0,0,0,0,0,0,0,0,0,21
5769,5823,C,Baldanzi,6.5,0,0,0,0,0,0,0,0,0,21
5770,2819,A,Caputo,5.5,0,0,0,0,0,0,0,0,0,21
5771,4359,A,Piccoli,6,0,0,0,0,0,0,0,0,0,21
5772,4436,A,Cambiaghi,6,0,0,0,0,0,0,0,0,0,21
5773,5460,A,Satriano,5,0,0,0,0,0,0,0,0,0,21
5774,2815,P,Terracciano,5.5,0,2,0,0,0,0,0,0,0,21
5775,252,D,Biraghi,5.5,0,0,0,0,0,0,0,0,0,21
5776,2164,D,Milenkovic,6,0,0,0,0,0,0,0,0,0,21
5777,4407,D,Igor,6,0,0,0,0,0,0,1,0,0,21
5778,5323,D,Martinez Quarta,5.5,0,0,0,0,0,0,0,0,0,21
5779,5885,D,Dodo',5.5,0,0,0,0,0,0,0,0,0,21
5780,150,C,Saponara,7,1,0,0,0,0,0,0,0,0,21
5781,367,C,Bonaventura,6,0,0,0,0,0,0,0,0,0,21
5782,1933,C,Mandragora,5.5,0,0,0,0,0,0,1,0,0,21
5783,2172,C,Barak,5,0,0,0,0,0,0,0,0,0,21
5784,4522,C,Amrabat,5.5,0,0,0,0,0,0,0,0,0,21
5785,2438,A,Jovic,6,0,0,0,0,0,0,0,0,0,21
5786,4179,A,Gonzalez N.,6.5,0,0,0,0,0,0,0,0,0,21
5787,4184,A,Brekalo,6,0,0,0,0,0,0,0,0,0,21
5788,5786,A,Cabral,5.5,0,0,0,0,0,0,0,0,0,21
5789,5830,P,Onana,6,0,0,0,0,0,0,0,0,0,21
5790,254,D,Dimarco,6,0,0,0,0,0,0,0,0,0,21
5791,513,D,Acerbi,6.5,0,0,0,0,0,0,1,0,0,21
5792,798,D,Skriniar,6,0,0,0,0,0,0,0,0,0,21
5793,2120,D,Bastoni,6.5,0,0,0,0,0,0,0,0,0,21
5794,2160,D,Gosens,6,0,0,0,0,0,0,0,0,0,21
5795,2525,D,Darmian,6,0,0,0,0,0,0,0,0,0,21
5796,265,C,Brozovic,6,0,0,0,0,0,0,0,0,0,21
5797,1870,C,Barella,6,0,0,0,0,0,0,0,0,0,21
5798,2194,C,Calhanoglu,6.5,0,0,0,0,0,0,0,0,1,21
5799,2529,C,Mkhitaryan,6,0,0,0,0,0,0,1,0,0,21
5800,647,A,Dzeko,6.5,0,0,0,0,0,0,0,0,0,21
5801,2531,A,Lukaku,6,0,0,0,0,0,0,0,0,0,21
5802,2764,A,Martinez L.,7.5,1,0,0,0,0,0,0,0,0,21
5803,453,P,Szczesny,6,0,0,0,0,0,0,0,0,0,21
5804,358,D,De Sciglio,6,0,0,0,0,0,0,0,0,0,21
5805,662,D,Alex Sandro,6.5,0,0,0,0,0,0,0,0,0,21
5806,2788,D,Bremer,6.5,0,0,0,0,0,0,0,0,0,21
5807,4237,D,Danilo,6,0,0,0,0,0,0,0,0,0,21
5808,697,C,Cuadrado,6,0,0,0,0,0,0,0,0,0,21
5809,827,C,Locatelli,6,0,0,0,0,0,0,0,0,0,21
5810,2002,C,Chiesa,6,0,0,0,0,0,0,0,0,0,21
5811,2379,C,Rabiot,6.5,0,0,0,0,0,0,1,0,0,21
5812,4465,C,Fagioli,6.5,0,0,0,0,0,0,0,0,1,21
5813,4711,C,Kostic,7,1,0,0,0,0,0,0,0,0,21
5814,5813,C,Miretti,6.5,0,0,0,0,0,0,0,0,0,21
5815,2097,A,Kean,6,0,0,0,0,0,0,0,0,0,21
5816,2382,A,Di Maria,6.5,0,0,0,0,0,0,0,0,0,21
5817,2841,A,Vlahovic,8,1,0,0,0,1,0,0,0,0,21
5818,2814,P,Provedel,7,0,1,0,0,0,0,0,0,0,21
5819,140,D,Hysaj,5.5,0,0,0,0,0,0,0,0,0,21
5820,460,D,Romagnoli,5.5,0,0,0,0,0,0,0,0,0,21
5821,2188,D,Marusic,6,0,0,0,0,0,0,0,0,0,21
5822,5498,D,Casale,5.5,0,0,0,0,0,0,0,0,0,21
5823,181,C,Vecino,5.5,0,0,0,0,0,0,0,0,0,21
5824,333,C,Cataldi,6.5,0,0,0,0,0,0,0,0,1,21
5825,335,C,Felipe Anderson,5.5,0,0,0,0,0,0,0,0,0,21
5826,632,C,Zaccagni,6,0,0,0,0,0,0,1,0,0,21
5827,645,C,Milinkovic-Savic,6,0,0,0,0,0,0,0,0,0,21
5828,2085,C,Luis Alberto,5.5,0,0,0,0,0,0,0,0,0,21
5829,785,A,Immobile,5.5,0,0,0,0,0,0,0,0,0,21
5830,2489,A,Pedro,7,1,0,0,0,0,0,0,0,0,21
5831,2134,P,Falcone,6,0,0,0,0,0,0,0,0,0,21
5832,2583,D,Umtiti,6,0,0,0,0,0,0,0,0,0,21
5833,4502,D,Gallo,6,0,0,0,0,0,0,0,0,0,21
5834,5835,D,Baschirotto,7,1,0,0,0,0,0,0,0,0,21
5835,5867,D,Gendrey,6.5,0,0,0,0,0,0,0,0,0,21
5836,4486,C,Strefezza,7,1,0,0,0,0,0,0,0,0,21
5837,4921,C,Askildsen,6.5,0,0,0,0,0,0,1,0,0,21
5838,5869,C,Blin,5.5,0,0,0,0,0,0,0,0,0,21
5839,5870,C,Hjulmand,7,0,0,0,0,0,0,0,0,1,21
5840,5999,C,Gonzalez J.,6.5,0,0,0,0,0,0,0,0,0,21
5841,6061,C,Oudin,6,0,0,0,0,0,0,0,0,0,21
5842,1857,A,Di Francesco F.,6,0,0,0,0,0,0,0,0,0,21
5843,4923,A,Colombo,5.5,0,0,0,0,0,0,1,0,0,21
5844,6001,A,Banda,6,0,0,0,0,0,0,0,0,0,21
5845,160,P,Tatarusanu,6.5,0,1,0,0,0,0,0,0,0,21
5846,357,D,Calabria,5.5,0,0,0,0,0,0,0,0,0,21
5847,2633,D,Kjaer,5.5,0,0,0,0,0,0,0,0,0,21
5848,4292,D,Hernandez T.,6,0,0,0,0,0,0,0,0,0,21
5849,4401,D,Gabbia,5.5,0,0,0,0,0,0,1,0,0,21
5850,4976,D,Kalulu,5,0,0,0,0,0,0,1,0,0,21
5851,6055,D,Thiaw,6,0,0,0,0,0,0,0,0,0,21
5852,148,C,Krunic,5.5,0,0,0,0,0,0,0,0,0,21
5853,4449,C,Tonali,6,0,0,0,0,0,0,0,0,0,21
5854,4825,C,Diaz B.,5.5,0,0,0,0,0,0,0,0,0,21
5855,4892,C,Saelemaekers,6,0,0,0,0,0,0,0,0,0,21
5856,4970,C,Messias,5.5,0,0,0,0,0,0,0,0,0,21
5857,2466,A,Origi,5.5,0,0,0,0,0,0,0,0,0,21
5858,4200,A,Giroud,5,0,0,0,0,0,0,1,0,0,21
5859,4510,A,Rafael Leao,6,0,0,0,0,0,0,1,0,0,21
5860,5876,P,Di Gregorio,6,0,2,0,0,0,0,0,0,0,21
5861,226,D,Izzo,5.5,0,0,0,0,0,0,1,0,0,21
5862,2355,D,Marlon,6.5,0,0,0,0,0,0,0,0,0,21
5863,4904,D,Mari',6,0,0,0,0,0,0,0,0,0,21
5864,4958,D,Caldirola,4.5,0,0,0,0,0,0,0,0,0,21
5865,5838,D,Birindelli,6,0,0,0,0,0,0,0,0,0,21
5866,5877,D,Carlos Augusto,6.5,0,0,0,0,0,0,0,0,1,21
5867,666,C,Machin,5,0,0,0,0,0,0,0,0,0,21
5868,2741,C,Pessina,7,0,0,0,0,1,0,0,0,0,21
5869,4459,C,Rovella,6,0,0,0,0,0,0,0,0,0,21
5870,5880,C,Ciurria,5,0,0,0,0,0,0,0,0,0,21
5871,383,A,Petagna,7.5,1,0,0,0,0,0,0,0,0,21
5872,1958,A,Caprari,6,0,0,0,0,0,0,1,0,0,21
5873,5882,A,Mota,5,0,0,0,0,0,0,0,0,0,21
5874,572,P,Meret,6,0,0,0,0,0,0,0,0,0,21
5875,142,D,Mario Rui,6.5,0,0,0,0,0,0,0,0,0,21
5876,2816,D,Di Lorenzo,6,0,0,0,0,0,0,0,0,0,21
5877,4409,D,Rrahmani,6.5,0,0,0,0,0,0,0,0,0,21
5878,5892,D,Kim,6,0,0,0,0,0,0,0,0,0,21
5879,152,C,Zielinski,5.5,0,0,0,0,0,0,1,0,0,21
5880,536,C,Politano,6.5,0,0,0,0,0,0,0,0,0,21
5881,4220,C,Zambo Anguissa,6.5,0,0,0,0,0,0,0,0,0,21
5882,4287,C,Lobotka,6.5,0,0,0,0,0,0,0,0,0,21
5883,4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,21
5884,5839,C,Kvaratskhelia,7.5,0,0,0,0,1,0,0,0,1,21
5885,4517,A,Lozano,6,0,0,0,0,0,0,1,0,0,21
5886,4661,A,Osimhen,7.5,2,0,0,0,0,0,0,0,0,21
5887,4270,P,Rui Patricio,6,0,0,0,0,0,0,0,0,0,21
5888,2296,D,Mancini,6.5,0,0,0,0,0,0,0,0,0,21
5889,4245,D,Smalling,6.5,0,0,0,0,0,0,0,0,0,21
5890,4331,D,Ibanez,7,1,0,0,0,0,0,0,0,0,21
5891,530,C,Pellegrini Lo.,6,0,0,0,0,0,0,0,0,0,21
5892,779,C,Cristante,6,0,0,0,0,0,0,0,0,0,21
5893,795,C,El Shaarawy,6,0,0,0,0,0,0,0,0,0,21
5894,2528,C,Matic,6.5,0,0,0,0,0,0,0,0,0,21
5895,5422,C,Zalewski,6,0,0,0,0,0,0,1,0,0,21
5896,5423,C,Bove,6,0,0,0,0,0,0,1,0,0,21
5897,309,A,Dybala,7,0,0,0,0,0,0,0,0,2,21
5898,2544,A,Abraham,7,1,0,0,0,0,0,0,0,0,21
5899,6120,P,Ochoa,6,0,3,0,0,0,0,0,0,0,21
5900,2870,D,Troost-Ekong,5.5,0,0,0,0,0,0,0,0,0,21
5901,4934,D,Lovato,6,0,0,0,0,0,0,0,0,0,21
5902,5532,D,Bradaric,5.5,0,0,0,0,0,0,0,0,0,21
5903,5856,D,Sambia,5,0,0,0,0,0,0,0,0,0,21
5904,6028,D,Bronn,5.5,0,0,0,0,0,0,0,0,0,21
5905,332,C,Candreva,6,0,0,0,0,0,0,0,0,0,21
5906,4349,C,Nicolussi Caviglia,4,0,0,0,0,0,0,0,0,0,21
5907,5486,C,Crnigoj,6,0,0,0,0,0,0,0,0,0,21
5908,5504,C,Coulibaly L.,5.5,0,0,0,0,0,0,0,0,0,21
5909,5798,C,Bohinen,6,0,0,0,0,0,0,0,0,0,21
5910,6025,C,Vilhena,5.5,0,0,0,0,0,0,1,0,0,21
5911,505,A,Bonazzoli,6,0,0,0,0,0,0,0,0,0,21
5912,2756,A,Piatek,5.5,0,0,0,0,0,0,0,0,0,21
5913,5672,A,Dia,5,0,0,0,0,0,0,0,0,0,21
5914,761,P,Audero,6,0,2,0,0,0,0,0,0,0,21
5915,1868,D,Murru,5,0,0,0,0,0,0,1,0,0,21
5916,2280,D,Nuytinck,5,0,0,0,0,0,0,0,0,0,21
5917,2784,D,Colley,6.5,0,0,0,0,0,0,0,0,0,21
5918,4421,D,Augello,6.5,0,0,0,0,0,0,0,0,0,21
5919,5316,D,Amione,6,0,0,0,0,0,0,1,0,0,21
5920,238,C,Rincon,5.5,0,0,0,0,0,0,1,0,0,21
5921,1995,C,Djuricic,5.5,0,0,0,0,0,0,0,0,0,21
5922,2334,C,Leris,6.5,0,0,0,0,0,0,1,0,0,21
5923,4260,C,Winks,7,0,0,0,0,0,0,0,0,0,21
5924,4701,C,Cuisance,6,0,0,0,0,0,0,0,0,0,21
5925,6131,C,Paoletti,6,0,0,0,0,0,0,0,0,0,21
5926,407,A,Gabbiadini,7.5,2,0,0,0,0,0,0,0,0,21
5927,568,A,Quagliarella,6,0,0,0,0,0,0,0,0,0,21
5928,5292,A,Lammers,6.5,0,0,0,0,0,0,0,0,1,21
5929,509,P,Consigli,6,0,0,0,0,0,0,0,0,0,21
5930,2252,D,Marchizza,6.5,0,0,0,0,0,0,0,0,0,21
5931,2318,D,Rogerio,5.5,0,0,0,0,0,0,1,0,0,21
5932,4433,D,Zortea,6.5,0,0,0,0,0,0,1,0,0,21
5933,4982,D,Erlic,6.5,0,0,0,0,0,0,0,0,0,21
5934,5747,D,Ruan,6.5,0,0,0,0,0,0,0,0,0,21
5935,2848,C,Frattesi,6.5,0,0,0,0,0,0,0,0,0,21
5936,4501,C,Obiang,6,0,0,0,0,0,0,0,0,0,21
5937,5451,C,Bajrami,6,0,0,0,0,0,0,0,0,0,21
5938,5511,C,Matheus Henrique,6.5,0,0,0,0,0,0,0,0,0,21
5939,531,A,Berardi,7,0,0,0,0,0,0,0,0,0,21
5940,643,A,Defrel,5.5,0,0,0,0,0,0,1,0,0,21
5941,6060,A,Lauriente',7,1,0,0,0,0,0,1,0,0,21
5942,1917,P,Dragowski,5,0,3,0,0,0,0,0,0,0,21
5943,1847,D,Caldara,4.5,0,0,0,0,0,0,1,0,0,21
5944,2739,D,Reca,4.5,0,0,0,0,0,0,1,0,0,21
5945,4329,D,Nikolaou,5,0,0,0,0,0,0,0,0,0,21
5946,4719,D,Ampadu,5,0,0,0,0,0,0,1,0,0,21
5947,5475,D,Amian,5.5,0,0,0,0,0,0,0,0,0,21
5948,2825,C,Bourabia,6,0,0,0,0,0,0,0,0,0,21
5949,4408,C,Esposito Sa.,5.5,0,0,0,0,0,0,0,0,0,21
5950,4515,C,Agudelo,6,0,0,0,0,0,0,0,0,0,21
5951,215,A,Verde,6,0,0,0,0,0,0,0,0,0,21
5952,5311,A,Shomurodov,5.5,0,0,0,0,0,0,0,0,0,21
5953,2170,P,Milinkovic-Savic V.,6.5,0,0,0,0,0,0,0,0,0,21
5954,2724,D,Buongiorno,6.5,0,0,0,0,0,0,0,0,0,21
5955,2865,D,Aina,7,0,0,0,0,0,0,1,0,1,21
5956,2869,D,Djidji,6,0,0,0,0,0,0,0,0,0,21
5957,4994,D,Vojvoda,6,0,0,0,0,0,0,0,0,0,21
5958,6041,D,Schuurs,6.5,0,0,0,0,0,0,0,0,0,21
5959,2008,C,Linetty,6,0,0,0,0,0,0,0,0,0,21
5960,2855,C,Vieira,6,0,0,0,0,0,0,0,0,0,21
5961,5001,C,Miranchuk,7,0,0,0,0,0,0,0,0,0,21
5962,5453,C,Ricci S.,6.5,0,0,0,0,0,0,0,0,0,21
5963,5687,C,Vlasic,6,0,0,0,0,0,0,0,0,0,21
5964,479,A,Sanabria,5.5,0,0,0,0,0,0,0,0,0,21
5965,2325,A,Karamoh,7,1,0,0,0,0,0,0,0,0,21
5966,2211,P,Silvestri,6.5,0,1,0,0,0,0,0,0,0,21
5967,4412,D,Rodrigo Becao,6.5,0,0,0,0,0,0,0,0,0,21
5968,5355,D,Udogie,5.5,0,0,0,0,0,0,0,0,0,21
