,Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,matchday
0,2792,P,Musso,6,0,0,0,0,0,0,1,0,0,1
1,695,D,Toloi,7,1,0,0,0,0,0,0,0,0,1
2,787,D,Djimsiti,6,0,0,0,0,0,0,0,0,0,1
3,2130,D,Hateboer,6,0,0,0,0,0,0,1,0,0,1
4,4432,D,Okoli,5.5,0,0,0,0,0,0,1,0,0,1
5,4433,D,Zortea,6,0,0,0,0,0,0,1,0,0,1
6,5375,D,Maehle,6,0,0,0,0,0,0,0,0,0,1
7,5526,D,Scalvini,6.5,0,0,0,0,0,0,0,0,0,1
8,22,C,De Roon,6,0,0,0,0,0,0,1,0,0,1
9,2077,C,Pasalic,6.5,0,0,0,0,0,0,1,0,1,1
10,4427,C,Malinovskyi,6.5,0,0,0,0,0,0,0,0,1,1
11,5685,C,Koopmeiners,6.5,0,0,0,0,0,0,0,0,0,1
12,507,A,Muriel,5.5,0,0,0,0,0,0,0,0,0,1
13,608,A,Zapata D.,7,0,0,0,0,0,0,0,0,0,1
14,4730,A,Lookman,7,1,0,0,0,0,0,0,0,0,1
15,133,P,Skorupski,6.5,0,2,0,0,0,0,0,0,0,1
16,272,D,Medel,6,0,0,0,0,0,0,0,0,0,1
17,487,D,De Silvestri,5,0,0,0,0,0,1,0,0,0,1
18,2192,D,Bonifazi,5.5,0,0,0,0,0,0,0,0,0,1
19,2653,D,Lykogiannis,6,0,0,0,0,0,0,0,0,0,1
20,4891,D,Soumaoro,4.5,0,0,0,0,0,0,0,1,0,1
21,5520,D,Cambiaso,5.5,0,0,0,0,0,0,1,0,0,1
22,5793,D,Kasius,6,0,0,0,0,0,0,0,0,0,1
23,2625,C,Soriano,6,0,0,0,0,0,0,0,0,0,1
24,4393,C,Schouten,6,0,0,0,0,0,0,0,0,0,1
25,4869,C,Dominguez,5.5,0,0,0,0,0,0,0,0,0,1
26,5784,C,Aebischer,6,0,0,0,0,0,0,1,0,0,1
27,537,A,Sansone,6,0,0,0,0,0,0,1,0,0,1
28,2719,A,Barrow,6,0,0,0,0,0,0,0,0,0,1
29,4268,A,Arnautovic,6.5,0,0,0,0,1,0,1,0,0,1
30,1843,P,Radu I.,5,0,3,0,0,0,0,0,0,0,1
31,244,D,Ghiglione,6.5,0,0,0,0,0,0,1,0,1,1
32,612,D,Bianchetti,5.5,1,0,0,0,0,0,0,0,0,1
33,640,D,Chiriches,5,0,0,0,0,0,0,1,0,0,1
34,2847,D,Sernicola,5.5,0,0,0,0,0,0,0,0,0,1
35,5514,D,Vasquez,5.5,0,0,0,0,0,0,0,0,0,1
36,5891,D,Quagliata,6.5,0,0,0,0,0,0,0,0,0,1
37,4178,C,Ascacibar,6,0,0,0,0,0,0,0,0,0,1
38,4975,C,Escalante,4.5,0,0,0,0,0,0,0,1,0,1
39,5857,C,Pickel,5.5,0,0,0,0,0,0,0,0,0,1
40,2842,A,Zanimacchia,6.5,0,0,0,0,0,0,0,0,0,1
41,5515,A,Okereke,7,1,0,0,0,0,0,1,0,0,1
42,5864,A,Buonaiuto,7,0,0,0,0,0,0,0,0,0,1
43,6026,A,Dessers,6,0,0,0,0,0,0,0,0,0,1
44,4964,P,Vicario,5.5,0,1,0,0,0,0,0,0,0,1
45,393,D,Luperto,5.5,0,0,0,0,0,0,0,0,0,1
46,5010,D,Ismajli,5.5,0,0,0,0,0,0,0,0,0,1
47,5449,D,Parisi,6.5,0,0,0,0,0,0,0,0,0,1
48,5450,D,Stojanovic,5.5,0,0,0,0,0,0,0,0,0,1
49,2253,C,Bandinelli,6,0,0,0,0,0,0,0,0,0,1
50,4498,C,Henderson L.,5.5,0,0,0,0,0,0,1,0,0,1
51,4965,C,Marin,5.5,0,0,0,0,0,0,0,0,0,1
52,5451,C,Bajrami,5,0,0,0,0,0,0,0,0,0,1
53,472,A,Destro,5,0,0,0,0,0,0,0,0,0,1
54,4436,A,Cambiaghi,6,0,0,0,0,0,0,0,0,0,1
55,5292,A,Lammers,6,0,0,0,0,0,0,0,0,0,1
56,5460,A,Satriano,5.5,0,0,0,0,0,0,0,0,0,1
57,610,P,Gollini,5,0,2,0,0,0,0,0,0,0,1
58,252,D,Biraghi,6,0,0,0,0,0,0,0,0,0,1
59,2164,D,Milenkovic,6,0,0,0,0,0,0,0,0,0,1
60,5323,D,Martinez Quarta,5.5,0,0,0,0,0,0,0,0,0,1
61,5885,D,Dodo',6,0,0,0,0,0,0,0,0,0,1
62,367,C,Bonaventura,7,1,0,0,0,0,0,0,0,0,1
63,557,C,Benassi,6,0,0,0,0,0,0,0,0,0,1
64,1933,C,Mandragora,7,1,0,0,0,0,0,0,0,0,1
65,2839,C,Sottil,7,0,0,0,0,0,0,0,0,1,1
66,4376,C,Zurkowski,6,0,0,0,0,0,0,0,0,1,1
67,4522,C,Amrabat,6.5,0,0,0,0,0,0,0,0,0,1
68,5457,C,Maleh,6,0,0,0,0,0,0,0,0,0,1
69,2438,A,Jovic,7,1,0,0,0,0,0,0,0,0,1
70,2762,A,Kouame',7,0,0,0,0,0,0,0,0,1,1
71,250,P,Handanovic,6.5,0,1,0,0,0,0,0,0,0,1
72,254,D,Dimarco,6.5,0,0,0,0,0,0,0,0,0,1
73,322,D,De Vrij,6,0,0,0,0,0,0,0,0,0,1
74,798,D,Skriniar,5.5,0,0,0,0,0,0,0,0,0,1
75,2120,D,Bastoni,6,0,0,0,0,0,0,0,0,0,1
76,2160,D,Gosens,5.5,0,0,0,0,0,0,0,0,0,1
77,2525,D,Darmian,6.5,0,0,0,0,0,0,1,0,1,1
78,5513,D,Dumfries,7,1,0,0,0,0,0,0,0,0,1
79,265,C,Brozovic,5.5,0,0,0,0,0,0,1,0,0,1
80,1870,C,Barella,6.5,0,0,0,0,0,0,0,0,0,1
81,2194,C,Calhanoglu,5.5,0,0,0,0,0,0,0,0,0,1
82,2529,C,Mkhitaryan,5.5,0,0,0,0,0,0,0,0,0,1
83,647,A,Dzeko,6,0,0,0,0,0,0,0,0,0,1
84,2531,A,Lukaku,7,1,0,0,0,0,0,0,0,0,1
85,2764,A,Martinez L.,6,0,0,0,0,0,0,0,0,1,1
86,218,P,Perin,7,0,0,0,0,0,0,0,0,0,1
87,286,D,Bonucci,6,0,0,0,0,0,0,0,0,0,1
88,358,D,De Sciglio,6,0,0,0,0,0,0,0,0,0,1
89,662,D,Alex Sandro,6.5,0,0,0,0,0,0,0,0,1,1
90,2788,D,Bremer,6,0,0,0,0,0,0,0,0,0,1
91,4237,D,Danilo,6.5,0,0,0,0,0,0,0,0,0,1
92,697,C,Cuadrado,6,0,0,0,0,0,0,0,0,0,1
93,827,C,Locatelli,6,0,0,0,0,0,0,1,0,0,1
94,2432,C,Zakaria,6,0,0,0,0,0,0,0,0,0,1
95,4711,C,Kostic,6,0,0,0,0,0,0,0,0,0,1
96,4973,C,Mckennie,6,0,0,0,0,0,0,0,0,0,1
97,5813,C,Miretti,6,0,0,0,0,0,0,0,0,0,1
98,2382,A,Di Maria,7.5,1,0,0,0,0,0,0,0,1,1
99,2841,A,Vlahovic,7.5,1,0,0,0,1,0,0,0,0,1
100,2814,P,Provedel,6.5,0,1,0,0,0,0,0,0,0,1
101,5832,P,Luis Maximiano,4,0,0,0,0,0,0,0,1,0,1
102,327,D,Patric,6,0,0,0,0,0,0,0,0,0,1
103,460,D,Romagnoli,6,0,0,0,0,0,0,0,0,0,1
104,2188,D,Marusic,6,0,0,0,0,0,0,0,0,0,1
105,2263,D,Lazzari,7,0,0,0,0,0,0,1,0,0,1
106,333,C,Cataldi,6,0,0,0,0,0,0,0,0,0,1
107,335,C,Felipe Anderson,5.5,0,0,0,0,0,0,0,0,0,1
108,632,C,Zaccagni,5.5,0,0,0,0,0,0,0,0,0,1
109,645,C,Milinkovic-Savic,6.5,0,0,0,0,0,0,0,0,1,1
110,2085,C,Luis Alberto,6,0,0,0,0,0,0,0,0,0,1
111,785,A,Immobile,7,1,0,0,0,0,0,1,0,0,1
112,2134,P,Falcone,7.5,0,2,0,0,0,0,0,0,0,1
113,4502,D,Gallo,5.5,0,0,0,0,0,0,0,0,0,1
114,4519,D,Cetin,5,0,0,0,0,0,0,0,0,0,1
115,5835,D,Baschirotto,5.5,0,0,0,0,0,0,1,0,0,1
116,5867,D,Gendrey,6,0,0,0,0,0,0,0,0,0,1
117,4486,C,Strefezza,6.5,0,0,0,0,0,0,0,0,0,1
118,5869,C,Blin,6.5,0,0,0,0,0,0,1,0,0,1
119,5870,C,Hjulmand,6,0,0,0,0,0,0,1,0,0,1
120,5872,C,Helgason,5,0,0,0,0,0,0,0,0,0,1
121,5873,C,Listkowski,6,0,0,0,0,0,0,0,0,0,1
122,5886,C,Bistrovic,5.5,0,0,0,0,0,0,0,0,0,1
123,5999,C,Gonzalez J.,5.5,0,0,0,0,0,0,0,0,0,1
124,1857,A,Di Francesco F.,6.5,0,0,0,0,0,0,0,0,1,1
125,4923,A,Colombo,5.5,0,0,0,0,0,0,1,0,0,1
126,5836,A,Ceesay,7,1,0,0,0,0,0,0,0,0,1
127,6001,A,Banda,6,0,0,0,0,0,0,0,0,0,1
128,4312,P,Maignan,6,0,2,0,0,0,0,0,0,0,1
129,357,D,Calabria,6.5,0,0,0,0,0,0,0,0,1,1
130,4292,D,Hernandez T.,7,0,0,0,0,1,0,0,0,0,1
131,4751,D,Tomori,6,0,0,0,0,0,0,0,0,0,1
132,4976,D,Kalulu,6.5,0,0,0,0,0,0,0,0,0,1
133,148,C,Krunic,6,0,0,0,0,0,0,1,0,0,1
134,2818,C,Bennacer,6,0,0,0,0,0,0,0,0,0,1
135,4825,C,Diaz B.,7.5,1,0,0,0,0,0,0,0,1,1
136,4892,C,Saelemaekers,6,0,0,0,0,0,0,0,0,0,1
137,4970,C,Messias,5,0,0,0,0,0,0,0,0,0,1
138,5995,C,De Ketelaere,6,0,0,0,0,0,0,0,0,0,1
139,186,A,Rebic,7.5,2,0,0,0,0,0,0,0,0,1
140,4200,A,Giroud,6,0,0,0,0,0,0,0,0,0,1
141,4510,A,Rafael Leao,6,0,0,0,0,0,0,0,0,0,1
142,5876,P,Di Gregorio,7,0,2,0,0,0,0,0,0,0,1
143,2355,D,Marlon,5.5,0,0,0,0,0,0,0,0,0,1
144,4904,D,Mari',4.5,0,0,0,0,0,0,1,0,0,1
145,4925,D,Carboni,5,0,0,0,0,0,0,0,0,0,1
146,5838,D,Birindelli,6,0,0,0,0,0,0,0,0,0,1
147,5877,D,Carlos Augusto,6,0,0,0,0,0,0,0,0,0,1
148,21,C,D'alessandro,6.5,0,0,0,0,0,0,0,0,0,1
149,1901,C,Barberis,5,0,0,0,0,0,0,0,0,0,1
150,1978,C,Sensi,5.5,0,0,0,0,0,0,0,0,0,1
151,2274,C,Valoti,6,0,0,0,0,0,0,0,0,0,1
152,5880,C,Ciurria,5.5,0,0,0,0,0,0,0,0,0,1
153,5884,C,Ranocchia F.,6.5,0,0,0,0,0,0,0,0,0,1
154,383,A,Petagna,5.5,0,0,0,0,0,0,0,0,0,1
155,1958,A,Caprari,6,0,0,0,0,0,0,0,0,0,1
156,5881,A,Gytkjaer,6,0,0,0,0,0,0,0,0,0,1
157,5882,A,Mota,7,1,0,0,0,0,0,0,0,0,1
158,572,P,Meret,6,0,2,0,0,0,0,0,0,0,1
159,142,D,Mario Rui,6,0,0,0,0,0,0,0,0,0,1
160,2816,D,Di Lorenzo,6.5,0,0,0,0,0,0,0,0,1,1
161,4409,D,Rrahmani,6,0,0,0,0,0,0,0,0,0,1
162,5892,D,Kim,6,0,0,0,0,0,0,1,0,0,1
163,152,C,Zielinski,7.5,1,0,0,0,0,0,0,0,0,1
164,536,C,Politano,6.5,1,0,0,0,0,0,0,0,0,1
165,4220,C,Zambo Anguissa,6,0,0,0,0,0,0,0,0,0,1
166,4287,C,Lobotka,7.5,1,0,0,0,0,0,0,0,0,1
167,4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,1
168,5839,C,Kvaratskhelia,7.5,1,0,0,0,0,0,0,0,1,1
169,5998,C,Zerbin,6,0,0,0,0,0,0,0,0,0,1
170,4517,A,Lozano,7,0,0,0,0,0,0,0,0,1,1
171,4661,A,Osimhen,7,1,0,0,0,0,0,1,0,1,1
172,4270,P,Rui Patricio,6,0,0,0,0,0,0,0,0,0,1
173,1852,D,Spinazzola,6.5,0,0,0,0,0,0,0,0,0,1
174,2180,D,Karsdorp,6,0,0,0,0,0,0,0,0,0,1
175,2296,D,Mancini,6.5,0,0,0,0,0,0,0,0,0,1
176,4245,D,Smalling,6,0,0,0,0,0,0,1,0,0,1
177,4331,D,Ibanez,6.5,0,0,0,0,0,0,0,0,0,1
178,530,C,Pellegrini Lo.,6,0,0,0,0,0,0,0,0,0,1
179,779,C,Cristante,7,1,0,0,0,0,0,0,0,0,1
180,2528,C,Matic,6,0,0,0,0,0,0,1,0,0,1
181,2766,C,Zaniolo,5.5,0,0,0,0,0,0,0,0,0,1
182,309,A,Dybala,6,0,0,0,0,0,0,0,0,0,1
183,2544,A,Abraham,5.5,0,0,0,0,0,0,0,0,0,1
184,159,P,Sepe,7,0,1,0,0,0,0,0,0,0,1
185,660,D,Gyomber,5.5,0,0,0,0,0,0,1,0,0,1
186,2016,D,Fazio,6,0,0,0,0,0,0,0,0,0,1
187,5481,D,Mazzocchi,6,0,0,0,0,0,0,0,0,0,1
188,5856,D,Sambia,6,0,0,0,0,0,0,0,0,0,1
189,6028,D,Bronn,5.5,0,0,0,0,0,0,0,0,0,1
190,332,C,Candreva,6,0,0,0,0,0,0,0,0,0,1
191,2117,C,Kastanos,5.5,0,0,0,0,0,0,1,0,0,1
192,5504,C,Coulibaly L.,5,0,0,0,0,0,0,1,0,0,1
193,6025,C,Vilhena,5.5,0,0,0,0,0,0,0,0,0,1
194,505,A,Bonazzoli,6,0,0,0,0,0,0,0,0,0,1
195,2409,A,Ribery,6,0,0,0,0,0,0,0,0,0,1
196,5472,A,Kristoffersen,5.5,0,0,0,0,0,0,0,0,0,1
197,5842,A,Botheim,5.5,0,0,0,0,0,0,0,0,0,1
198,5843,A,Valencia D.,5.5,0,0,0,0,0,0,0,0,0,1
199,761,P,Audero,6,0,2,0,0,0,0,0,0,0,1
200,45,D,Ferrari A.,5,0,0,0,0,0,0,1,0,0,1
201,2104,D,Bereszynski,5.5,0,0,0,0,0,0,0,0,0,1
202,2141,D,Depaoli,6,0,0,0,0,0,0,0,0,0,1
203,2784,D,Colley,6,0,0,0,0,0,0,0,0,0,1
204,4421,D,Augello,5.5,0,0,0,0,0,0,0,0,0,1
205,238,C,Rincon,5.5,0,0,0,0,0,0,0,0,0,1
206,600,C,Verre,5.5,0,0,0,0,0,0,1,0,0,1
207,1995,C,Djuricic,5,0,0,0,0,0,0,0,0,0,1
208,2334,C,Leris,6.5,0,0,0,0,0,0,0,0,0,1
209,2855,C,Vieira,6,0,0,0,0,0,0,0,0,0,1
210,5788,C,Sabiri,6,0,0,0,0,0,0,1,0,0,1
211,568,A,Quagliarella,6,0,0,0,0,0,0,1,0,0,1
212,2819,A,Caputo,6,0,0,0,0,0,0,0,0,0,1
213,5512,A,De Luca,5.5,0,0,0,0,0,0,0,0,0,1
214,509,P,Consigli,6,0,3,0,0,0,0,0,0,0,1
215,1895,D,Ferrari G.,5,0,0,0,0,0,0,1,0,0,1
216,2318,D,Rogerio,5,0,0,0,0,0,0,0,0,0,1
217,4426,D,Toljan,5.5,0,0,0,0,0,0,0,0,0,1
218,4530,D,Kyriakopoulos,5.5,0,0,0,0,0,0,0,0,0,1
219,4979,D,Ayhan,4.5,0,0,0,0,0,0,0,0,0,1
220,2848,C,Frattesi,6,0,0,0,0,0,0,0,0,0,1
221,5511,C,Matheus Henrique,6,0,0,0,0,0,0,1,0,0,1
222,5844,C,Thorstvedt,5.5,0,0,0,0,0,0,1,0,0,1
223,531,A,Berardi,5.5,0,0,0,0,0,0,0,0,0,1
224,643,A,Defrel,5.5,0,0,0,0,0,0,0,0,0,1
225,2038,A,Pinamonti,6,0,0,0,0,0,0,0,0,0,1
226,4371,A,Raspadori,5.5,0,0,0,0,0,0,0,0,0,1
227,1917,P,Dragowski,6.5,0,0,0,0,0,0,0,0,0,1
228,1847,D,Caldara,6.5,0,0,0,0,0,0,0,0,0,1
229,2739,D,Reca,7,0,0,0,0,0,0,1,0,0,1
230,4329,D,Nikolaou,6,0,0,0,0,0,0,0,0,0,1
231,5332,D,Bastoni S.,6.5,0,0,0,0,0,0,0,0,1,1
232,5678,D,Holm,6,0,0,0,0,0,0,0,0,0,1
233,5693,D,Kiwior,6.5,0,0,0,0,0,0,0,0,0,1
234,2391,C,Ekdal,6,0,0,0,0,0,0,0,0,0,1
235,2825,C,Bourabia,6,0,0,0,0,0,0,0,0,0,1
236,4515,C,Agudelo,6,0,0,0,0,0,0,0,0,0,1
237,4992,C,Gyasi,6.5,0,0,0,0,0,0,1,0,0,1
238,215,A,Verde,5.5,0,0,0,0,0,0,0,0,0,1
239,5336,A,Nzola,7,1,0,0,0,0,0,0,0,0,1
240,5690,A,Strelec,6,0,0,0,0,0,0,0,0,0,1
241,2170,P,Milinkovic-Savic V.,6,0,1,0,0,0,0,0,0,0,1
242,2169,D,Rodriguez R.,6.5,0,0,0,0,0,0,0,0,0,1
243,2865,D,Aina,6,0,0,0,0,0,0,0,0,0,1
244,2869,D,Djidji,6.5,0,0,0,0,0,0,0,0,0,1
245,4870,D,Adopo,5.5,0,0,0,0,0,0,1,0,0,1
246,4899,D,Singo,6,0,0,0,0,0,0,1,0,0,1
247,2008,C,Linetty,6,0,0,0,0,0,0,0,0,0,1
248,4995,C,Segre,5.5,0,0,0,0,0,0,0,0,0,1
249,5001,C,Miranchuk,7,1,0,0,0,0,0,0,0,0,1
250,5063,C,Radonjic,7,0,0,0,0,0,0,0,0,0,1
251,5453,C,Ricci S.,7,0,0,0,0,0,0,0,0,1,1
252,5687,C,Vlasic,6,0,0,0,0,0,0,0,0,0,1
253,479,A,Sanabria,7.5,1,0,0,0,0,0,0,0,1,1
254,2211,P,Silvestri,6,0,4,0,0,0,0,0,0,0,1
255,49,D,Masina,5.5,1,0,0,0,0,0,0,0,0,1
256,2280,D,Nuytinck,5.5,0,0,0,0,0,0,0,0,0,1
257,4412,D,Rodrigo Becao,7,1,0,0,0,0,0,1,0,0,1
258,5677,D,Perez N.,5.5,0,0,0,0,0,0,1,0,0,1
259,5686,D,Soppy,5.5,0,0,0,0,0,0,1,0,0,1
260,5994,D,Ebosse,6,0,0,0,0,0,0,0,0,0,1
261,302,C,Pereyra,5.5,0,0,0,0,0,0,0,0,1,1
262,2392,C,Walace,6,0,0,0,0,0,0,0,0,0,1
263,5119,C,Samardzic,6,0,0,0,0,0,0,0,0,0,1
264,5329,C,Makengo,6,0,0,0,0,0,0,0,0,0,1
265,2119,A,Deulofeu,5.5,0,0,0,0,0,0,0,0,1,1
266,5676,A,Success,6,0,0,0,0,0,0,0,0,0,1
267,5694,A,Beto,6,0,0,0,0,0,0,0,0,0,1
268,4957,P,Montipo',6,0,5,0,0,0,0,0,0,0,1
269,581,D,Faraoni,5.5,0,0,0,0,0,0,0,0,1,1
270,2668,D,Retsos,5,0,0,0,0,0,0,0,0,0,1
271,2758,D,Gunter,5.5,0,0,0,0,0,0,0,0,1,1
272,4493,D,Dawidowicz,5,0,0,0,0,0,0,0,0,0,1
273,5316,D,Amione,5.5,0,0,0,0,0,0,1,0,0,1
274,236,C,Lazovic,5.5,0,0,0,0,0,0,0,0,0,1
275,2172,C,Barak,6,0,0,0,0,0,0,0,0,0,1
276,4890,C,Tameze,4.5,0,0,0,0,0,0,0,0,0,1
277,5007,C,Ilic,5,0,0,0,0,0,0,0,0,0,1
278,5499,C,Hongla,6,0,0,0,0,0,0,1,0,0,1
279,90,A,Lasagna,7,1,0,0,0,0,0,0,0,0,1
280,4359,A,Piccoli,6,0,0,0,0,0,0,0,0,0,1
281,5471,A,Djuric,6,0,0,0,0,0,0,0,0,0,1
282,5529,A,Henry,7,1,0,0,0,0,0,0,0,0,1
283,2792,P,Musso,6.5,0,1,0,0,0,0,0,0,0,2
284,695,D,Toloi,6,0,0,0,0,0,0,1,0,0,2
285,787,D,Djimsiti,6.5,0,0,0,0,0,0,1,0,0,2
286,2130,D,Hateboer,6,0,0,0,0,0,0,1,0,0,2
287,4332,D,Demiral,6,0,0,0,0,0,0,0,0,0,2
288,5375,D,Maehle,6.5,0,0,0,0,0,0,0,0,1,2
289,5526,D,Scalvini,6,0,0,0,0,0,0,0,0,0,2
290,22,C,De Roon,6,0,0,0,0,0,0,1,0,0,2
291,2077,C,Pasalic,6.5,0,0,0,0,0,0,0,0,0,2
292,4427,C,Malinovskyi,7,1,0,0,0,0,0,0,0,0,2
293,5685,C,Koopmeiners,6,0,0,0,0,0,0,0,0,0,2
294,507,A,Muriel,6,0,0,0,0,0,0,0,0,0,2
295,608,A,Zapata D.,6,0,0,0,0,0,0,0,0,0,2
296,4730,A,Lookman,6.5,0,0,0,0,0,0,0,0,0,2
297,133,P,Skorupski,6.5,0,1,0,0,0,0,0,0,0,2
298,272,D,Medel,6,0,0,0,0,0,0,0,0,0,2
299,487,D,De Silvestri,5.5,0,0,0,0,0,0,0,0,0,2
300,2192,D,Bonifazi,5,0,0,0,0,0,0,1,0,0,2
301,2653,D,Lykogiannis,6,0,0,0,0,0,0,0,0,0,2
302,5520,D,Cambiaso,6,0,0,0,0,0,0,0,0,0,2
303,5793,D,Kasius,6.5,0,0,0,0,0,0,0,0,1,2
304,2154,C,Vignato,5.5,0,0,0,0,0,0,0,0,0,2
305,2167,C,Orsolini,5,0,0,0,0,0,0,0,1,0,2
306,2625,C,Soriano,5.5,0,0,0,0,0,0,0,0,0,2
307,4393,C,Schouten,6.5,0,0,0,0,0,0,0,0,0,2
308,4869,C,Dominguez,6,0,0,0,0,0,0,1,0,0,2
309,4268,A,Arnautovic,7,1,0,0,0,0,0,1,0,0,2
310,1843,P,Radu I.,7,0,1,0,0,0,0,0,0,0,2
311,244,D,Ghiglione,6,0,0,0,0,0,0,0,0,0,2
312,612,D,Bianchetti,5.5,0,0,0,0,0,0,1,0,0,2
313,640,D,Chiriches,6.5,0,0,0,0,0,0,0,0,0,2
314,5862,D,Valeri,6.5,0,0,0,0,0,0,0,0,0,2
315,6002,D,Aiwu,5.5,0,0,0,0,0,0,1,0,0,2
316,6027,D,Lochoshvili,6,0,0,0,0,0,0,0,0,0,2
317,694,C,Baez,5.5,0,0,0,0,0,0,0,0,0,2
318,4178,C,Ascacibar,6,0,0,0,0,0,0,0,0,0,2
319,5857,C,Pickel,6,0,0,0,0,0,0,0,0,0,2
320,2842,A,Zanimacchia,6,0,0,0,0,0,0,1,0,0,2
321,5515,A,Okereke,5.5,0,0,0,0,0,0,0,0,0,2
322,5864,A,Buonaiuto,5.5,0,0,0,0,0,0,0,0,0,2
323,6026,A,Dessers,6.5,0,0,0,0,0,0,0,0,0,2
324,4964,P,Vicario,6.5,0,0,0,0,0,0,0,0,0,2
325,393,D,Luperto,5,0,0,0,0,0,0,0,1,0,2
326,5010,D,Ismajli,7,0,0,0,0,0,0,0,0,0,2
327,5449,D,Parisi,6.5,0,0,0,0,0,0,0,0,0,2
328,5450,D,Stojanovic,6.5,0,0,0,0,0,0,0,0,0,2
329,5739,D,De Winter,6,0,0,0,0,0,0,0,0,0,2
330,2161,C,Haas,6,0,0,0,0,0,0,0,0,0,2
331,2253,C,Bandinelli,6,0,0,0,0,0,0,1,0,0,2
332,4498,C,Henderson L.,5.5,0,0,0,0,0,0,0,0,0,2
333,4965,C,Marin,5.5,0,0,0,0,0,0,0,0,0,2
334,5451,C,Bajrami,5,0,0,0,0,0,0,0,0,0,2
335,472,A,Destro,5,0,0,0,0,0,0,0,0,0,2
336,4436,A,Cambiaghi,6,0,0,0,0,0,0,0,0,0,2
337,5292,A,Lammers,5.5,0,0,0,0,0,0,0,0,0,2
338,5460,A,Satriano,5.5,0,0,0,0,0,0,0,0,0,2
339,610,P,Gollini,6,0,0,0,0,0,0,0,0,0,2
340,2164,D,Milenkovic,6,0,0,0,0,0,0,0,0,0,2
341,4375,D,Terzic,6,0,0,0,0,0,0,0,0,0,2
342,5323,D,Martinez Quarta,6,0,0,0,0,0,0,0,0,0,2
343,5885,D,Dodo',5.5,0,0,0,0,0,0,0,0,0,2
344,150,C,Saponara,5.5,0,0,0,0,0,0,0,0,0,2
345,367,C,Bonaventura,6,0,0,0,0,0,0,0,0,0,2
346,526,C,Duncan,5.5,0,0,0,0,0,0,0,0,0,2
347,1933,C,Mandragora,6,0,0,0,0,0,0,0,0,0,2
348,2839,C,Sottil,5.5,0,0,0,0,0,0,1,0,0,2
349,4658,C,Ikone',6,0,0,0,0,0,0,1,0,0,2
350,5457,C,Maleh,5.5,0,0,0,0,0,0,1,0,0,2
351,2438,A,Jovic,5.5,0,0,0,0,0,0,0,0,0,2
352,4179,A,Gonzalez N.,6,0,0,0,0,0,0,0,0,0,2
353,250,P,Handanovic,6,0,0,0,0,0,0,0,0,0,2
354,254,D,Dimarco,6.5,0,0,0,0,0,0,0,0,0,2
355,322,D,De Vrij,6,0,0,0,0,0,0,0,0,0,2
356,798,D,Skriniar,6,0,0,0,0,0,0,0,0,0,2
357,2120,D,Bastoni,6.5,0,0,0,0,0,0,0,0,0,2
358,2160,D,Gosens,6,0,0,0,0,0,0,0,0,0,2
359,5513,D,Dumfries,6,0,0,0,0,0,0,0,0,0,2
360,265,C,Brozovic,6,0,0,0,0,0,0,0,0,0,2
361,801,C,Gagliardini,6,0,0,0,0,0,0,0,0,0,2
362,1870,C,Barella,6.5,0,0,0,0,0,0,0,0,0,2
363,2194,C,Calhanoglu,7,1,0,0,0,0,0,0,0,0,2
364,495,A,Correa,6.5,1,0,0,0,0,0,0,0,0,2
365,647,A,Dzeko,6.5,0,0,0,0,0,0,0,0,1,2
366,2531,A,Lukaku,7,0,0,0,0,0,0,0,0,1,2
367,2764,A,Martinez L.,7,1,0,0,0,0,0,0,0,0,2
368,218,P,Perin,6.5,0,0,0,0,0,0,0,0,0,2
369,294,D,Rugani,6,0,0,0,0,0,0,0,0,0,2
370,358,D,De Sciglio,6,0,0,0,0,0,0,0,0,0,2
371,662,D,Alex Sandro,5.5,0,0,0,0,0,0,1,0,0,2
372,2788,D,Bremer,5.5,0,0,0,0,0,0,0,0,0,2
373,4237,D,Danilo,6,0,0,0,0,0,0,0,0,0,2
374,697,C,Cuadrado,5.5,0,0,0,0,0,0,0,0,0,2
375,827,C,Locatelli,6,0,0,0,0,0,0,0,0,0,2
376,2379,C,Rabiot,6,0,0,0,0,0,0,0,0,0,2
377,4711,C,Kostic,6,0,0,0,0,0,0,0,0,0,2
378,4973,C,Mckennie,5,0,0,0,0,0,0,0,0,0,2
379,5813,C,Miretti,6.5,0,0,0,0,0,0,0,0,0,2
380,2097,A,Kean,5.5,0,0,0,0,0,0,0,0,0,2
381,2841,A,Vlahovic,5.5,0,0,0,0,0,0,0,0,0,2
382,2814,P,Provedel,6,0,0,0,0,0,0,0,0,0,2
383,327,D,Patric,6.5,0,0,0,0,0,0,0,0,0,2
384,460,D,Romagnoli,6,0,0,0,0,0,0,0,0,0,2
385,2188,D,Marusic,5.5,0,0,0,0,0,0,0,0,0,2
386,2263,D,Lazzari,6,0,0,0,0,0,0,1,0,0,2
387,181,C,Vecino,5.5,0,0,0,0,0,0,0,0,0,2
388,333,C,Cataldi,5.5,0,0,0,0,0,0,1,0,0,2
389,335,C,Felipe Anderson,5.5,0,0,0,0,0,0,0,0,0,2
390,632,C,Zaccagni,6,0,0,0,0,0,0,0,0,0,2
391,645,C,Milinkovic-Savic,5.5,0,0,0,0,0,0,1,0,0,2
